# Neural Network with 5510105 learnable parameters

## Layer information

  #  name      size
---  --------  ----------
  0  input     1x128x128
  1  conv1     32x126x126
  2  pool1     32x63x63
  3  dropout1  32x63x63
  4  conv2     64x62x62
  5  pool2     64x31x31
  6  dropout2  64x31x31
  7  conv3     128x30x30
  8  pool3     128x15x15
  9  dropout3  128x15x15
 10  conv4     256x14x14
 11  pool4     256x7x7
 12  dropout4  256x7x7
 13  conv5     512x6x6
 14  pool5     512x3x3
 15  dropout5  512x3x3
 16  hidden6   500
 17  dropout6  500
 18  hidden7   1000
 19  hidden8   1000
 20  hidden9   1000
 21  output    5

  epoch    trn loss    val loss    trn/val    valid acc  dur
    429     0.35228     0.99166    0.35525      0.56541  878.42s
    430     0.35434     0.98988    0.35796      0.56374  877.44s
    431     [36m0.33987[0m     0.98028    0.34671      0.56820  877.26s
    432     0.34598     1.03716    0.33359      0.56123  876.58s
    433     0.34472     0.97032    0.35527      0.56123  876.77s
    434     0.36330     0.87627    0.41459      0.56792  877.76s
    435     0.34877     0.94566    0.36881      0.56430  878.06s
    436     0.34340     0.92121    0.37277      0.56597  877.01s
    437     [36m0.33917[0m     0.95042    0.35687      0.57211  878.08s
    438     [36m0.31779[0m     1.00520    0.31615      0.56820  878.48s
    439     0.32868     1.02463    0.32078      0.55900  879.80s
    440     0.32847     1.03345    0.31784      0.56374  878.07s
    441     0.32295     0.96819    0.33356      0.56179  878.27s
    442     0.32652     0.91451    0.35705      0.56792  878.67s
    443     0.33039     0.93303    0.35410      0.57127  878.30s
    444     0.32865     0.93813    0.35033      0.56904  877.99s
    445     [36m0.31175[0m     0.95304    0.32711      0.56653  878.09s
    446     [36m0.30684[0m     1.01252    0.30304      0.56932  877.21s
    447     0.31252     1.01634    0.30749      0.57211  877.64s
    448     0.32169     0.94960    0.33876      0.56987  878.77s
    449     [36m0.30499[0m     1.01269    0.30117      0.57294  877.62s
    450     [36m0.30288[0m     0.99617    0.30404      0.57545  878.55s
    451     0.30808     0.94374    0.32645      0.58187  878.93s
    452     [36m0.30109[0m     0.92146    0.32675      0.57043  878.06s
    453     [36m0.29917[0m     0.96961    0.30855      0.56402  878.30s
    454     [36m0.29041[0m     1.02197    0.28417      0.56904  878.32s
    455     0.29451     1.01408    0.29042      0.56904  878.15s
    456     0.29449     1.05073    0.28027      0.56151  878.17s
    457     0.30016     0.98310    0.30532      0.56764  877.81s
    458     0.29239     0.97016    0.30139      0.56681  878.01s
    459     [36m0.28402[0m     0.99188    0.28635      0.57155  878.16s
    460     0.29532     0.94552    0.31234      0.57099  878.29s
    461     0.29245     1.01154    0.28911      0.56904  878.09s
    462     0.28850     0.96721    0.29828      0.57601  878.05s
    463     [36m0.27545[0m     1.06828    0.25785      0.57183  879.14s
    464     0.28599     1.02074    0.28018      0.57238  878.66s
    465     0.29124     0.97301    0.29932      0.57211  878.57s
    466     0.28067     1.01090    0.27765      0.57406  878.54s
    467     0.27881     0.96792    0.28806      0.56792  878.51s
    468     0.28315     1.03015    0.27486      0.55900  878.04s
    469     0.28526     0.97832    0.29158      0.56318  878.28s
    470     0.27941     1.03904    0.26891      0.56457  877.90s
    471     0.28019     1.05341    0.26598      0.56123  878.25s
    472     0.28034     1.01604    0.27591      0.56457  877.75s
    473     0.27667     1.09110    0.25357      0.56234  877.73s
    474     [36m0.26801[0m     1.07023    0.25042      0.57183  877.92s
    475     0.27232     1.03263    0.26371      0.57015  877.80s
    476     0.28133     1.07430    0.26187      0.57043  878.08s
    477     0.26858     1.11308    0.24129      0.56792  876.84s
    478     0.27375     0.99796    0.27431      0.56597  877.55s
    479     0.26923     1.02454    0.26278      0.57099  877.40s
    480     [36m0.25738[0m     1.05934    0.24296      0.56374  878.72s
    481     0.26717     1.04493    0.25568      0.57601  879.11s
    482     0.26028     1.01470    0.25651      0.57434  876.12s
    483     0.26538     1.04195    0.25469      0.55900  877.62s
    484     0.26342     0.97538    0.27007      0.56569  877.42s
    485     0.25939     1.08606    0.23883      0.56234  878.14s
    486     0.26212     1.02359    0.25608      0.57043  877.59s
    487     0.26264     1.02578    0.25604      0.57266  878.61s
    488     [36m0.25339[0m     1.04918    0.24151      0.56820  878.32s
    489     0.25624     1.01669    0.25203      0.57629  878.49s
    490     0.25509     1.04354    0.24445      0.56932  878.06s
    491     0.26057     1.04020    0.25050      0.57127  878.01s
    492     0.25552     0.99495    0.25682      0.57852  878.58s
    493     0.26281     0.98775    0.26607      0.57741  878.99s
    494     0.25675     1.01717    0.25241      0.57629  877.64s
    495     0.26965     1.07023    0.25196      0.56290  878.20s
    496     0.27089     1.14966    0.23562      0.55091  879.87s
    497     0.26921     0.98277    0.27393      0.57183  878.23s
    498     0.25947     1.03324    0.25113      0.56290  878.40s
    499     0.27367     0.99598    0.27477      0.56541  877.05s
    500     0.27597     1.08769    0.25372      0.55091  878.53s
0.892125676656
[[6931 1672]
 [ 261 9055]]
             precision    recall  f1-score   support

          0       0.96      0.81      0.88      8603
          1       0.84      0.97      0.90      9316

avg / total       0.90      0.89      0.89     17919

