# Neural Network with 5510105 learnable parameters

## Layer information

  #  name      size
---  --------  ----------
  0  input     1x128x128
  1  conv1     32x126x126
  2  pool1     32x63x63
  3  dropout1  32x63x63
  4  conv2     64x62x62
  5  pool2     64x31x31
  6  dropout2  64x31x31
  7  conv3     128x30x30
  8  pool3     128x15x15
  9  dropout3  128x15x15
 10  conv4     256x14x14
 11  pool4     256x7x7
 12  dropout4  256x7x7
 13  conv5     512x6x6
 14  pool5     512x3x3
 15  dropout5  512x3x3
 16  hidden6   500
 17  dropout6  500
 18  hidden7   1000
 19  hidden8   1000
 20  hidden9   1000
 21  output    5

  epoch    trn loss    val loss    trn/val    valid acc  dur
    427     0.30660     0.97376    0.31487      0.58047  877.87s
    428     0.30946     1.01678    0.30436      0.57908  879.06s
    429     [36m0.30095[0m     0.99076    0.30376      0.58131  878.13s
    430     0.30547     0.97647    0.31284      0.59135  877.66s
    431     0.30334     0.93811    0.32335      0.57852  879.21s
    432     [36m0.29796[0m     1.00800    0.29559      0.57852  878.52s
    433     [36m0.29194[0m     1.04337    0.27981      0.57880  879.36s
    434     0.30053     0.96679    0.31085      0.57992  878.19s
    435     0.29282     1.02164    0.28661      0.58577  878.05s
    436     0.29675     1.01088    0.29355      0.58131  878.75s
    437     0.29267     1.03451    0.28291      0.57992  878.61s
    438     [36m0.29162[0m     1.02514    0.28447      0.58075  879.05s
    439     [36m0.28997[0m     0.97098    0.29864      0.58410  878.50s
    440     0.29274     1.01955    0.28713      0.58187  878.42s
    441     0.30231     1.03465    0.29218      0.57462  878.50s
    442     [36m0.28760[0m     1.03969    0.27662      0.57824  877.67s
    443     [36m0.28358[0m     1.05967    0.26761      0.58075  877.94s
    444     0.28829     1.00557    0.28669      0.58550  877.85s
    445     [36m0.27986[0m     1.03221    0.27113      0.58271  878.50s
    446     0.28826     0.98888    0.29150      0.58801  878.49s
    447     0.29077     1.05048    0.27680      0.58382  878.53s
    448     0.29006     0.98465    0.29459      0.58856  878.32s
    449     0.28868     0.94506    0.30546      0.58996  878.33s
    450     [36m0.27915[0m     1.06910    0.26111      0.58605  878.28s
    451     [36m0.27254[0m     1.06342    0.25629      0.57992  876.37s
    452     0.28103     0.94835    0.29634      0.58075  877.30s
    453     0.27374     1.00777    0.27163      0.57545  878.60s
    454     0.28128     0.98945    0.28428      0.58522  876.91s
    455     0.28309     0.97913    0.28913      0.58382  878.18s
    456     0.28236     0.92861    0.30406      0.58354  878.98s
    457     [36m0.26829[0m     0.97250    0.27588      0.58884  878.44s
    458     [36m0.26722[0m     0.95103    0.28098      0.58801  879.12s
    459     [36m0.26021[0m     0.96726    0.26902      0.59052  876.76s
    460     0.26704     0.96151    0.27772      0.58968  878.43s
    461     0.26257     0.97340    0.26975      0.58271  878.82s
    462     0.26366     0.95469    0.27618      0.59275  879.48s
    463     0.27357     0.92854    0.29463      0.59386  878.18s
    464     0.26146     0.98330    0.26590      0.58745  878.70s
    465     [36m0.25991[0m     0.95918    0.27097      0.58689  879.21s
    466     0.26108     0.97298    0.26833      0.58605  878.76s
    467     0.26425     0.94068    0.28091      0.58577  876.73s
    468     [36m0.25710[0m     0.93506    0.27496      0.58410  877.86s
    469     0.25724     1.00726    0.25539      0.58689  878.19s
    470     [36m0.25653[0m     1.02761    0.24964      0.58243  877.70s
    471     0.26081     1.05172    0.24799      0.57462  878.35s
    472     0.25808     1.01623    0.25395      0.57713  878.68s
    473     0.26262     1.04730    0.25075      0.57043  878.52s
    474     0.26020     0.98604    0.26388      0.58075  878.32s
    475     0.26099     1.07717    0.24229      0.57629  877.80s
    476     [36m0.25245[0m     1.02014    0.24747      0.56485  878.02s
    477     0.26295     1.05592    0.24902      0.57685  878.99s
    478     0.25528     1.01843    0.25066      0.58020  879.06s
    479     0.26654     0.95447    0.27926      0.58494  878.03s
    480     [36m0.24080[0m     1.07085    0.22486      0.57685  877.68s
    481     0.24890     0.97486    0.25532      0.59163  878.57s
    482     [36m0.23492[0m     1.08509    0.21650      0.58215  878.90s
    483     0.25226     0.99556    0.25338      0.57490  878.42s
    484     0.24834     0.95762    0.25933      0.58047  878.14s
    485     0.24702     1.03204    0.23935      0.58354  879.22s
    486     0.24117     0.99454    0.24250      0.58187  877.33s
    487     0.24491     1.03666    0.23624      0.57852  877.07s
    488     0.25006     1.00486    0.24885      0.57629  878.36s
    489     0.24266     1.05291    0.23046      0.58215  878.44s
    490     0.23938     1.01079    0.23682      0.58103  879.01s
    491     0.24526     1.02048    0.24034      0.58187  878.08s
    492     0.24270     0.95673    0.25368      0.57964  878.30s
    493     0.23730     1.02908    0.23059      0.58187  878.21s
    494     0.24401     1.01054    0.24147      0.57964  879.25s
    495     0.25885     1.04929    0.24669      0.56485  878.53s
    496     0.26356     1.14947    0.22928      0.56987  877.02s
    497     0.25966     1.01859    0.25492      0.57517  878.43s
    498     0.25178     1.00575    0.25034      0.57796  878.09s
    499     0.26041     1.08545    0.23991      0.57099  878.33s
    500     0.25577     1.01465    0.25207      0.57992  878.41s
0.91383447737
[[7428 1175]
 [ 369 8947]]
             precision    recall  f1-score   support

          0       0.95      0.86      0.91      8603
          1       0.88      0.96      0.92      9316

avg / total       0.92      0.91      0.91     17919

