# Neural Network with 5510105 learnable parameters

## Layer information

  #  name      size
---  --------  ----------
  0  input     1x128x128
  1  conv1     32x126x126
  2  pool1     32x63x63
  3  dropout1  32x63x63
  4  conv2     64x62x62
  5  pool2     64x31x31
  6  dropout2  64x31x31
  7  conv3     128x30x30
  8  pool3     128x15x15
  9  dropout3  128x15x15
 10  conv4     256x14x14
 11  pool4     256x7x7
 12  dropout4  256x7x7
 13  conv5     512x6x6
 14  pool5     512x3x3
 15  dropout5  512x3x3
 16  hidden6   500
 17  dropout6  500
 18  hidden7   1000
 19  hidden8   1000
 20  hidden9   1000
 21  output    5

  epoch    trn loss    val loss    trn/val    valid acc  dur
    430     [36m0.29628[0m     0.91002    0.32557      0.57629  879.98s
    431     0.30102     1.06340    0.28307      0.57294  879.58s
    432     0.30023     0.99815    0.30079      0.57517  879.88s
    433     [36m0.29415[0m     1.00517    0.29264      0.57964  879.76s
    434     [36m0.29370[0m     1.02230    0.28730      0.57099  879.75s
    435     [36m0.28818[0m     0.96683    0.29807      0.58187  879.54s
    436     [36m0.28473[0m     1.04626    0.27214      0.57211  880.52s
    437     [36m0.28340[0m     1.00266    0.28265      0.56904  880.22s
    438     0.28537     0.99482    0.28685      0.57294  880.33s
    439     0.28705     1.00891    0.28452      0.57462  879.88s
    440     [36m0.28049[0m     0.93722    0.29928      0.57434  880.80s
    441     0.28794     1.00935    0.28528      0.57768  880.04s
    442     0.28055     0.96978    0.28929      0.57462  879.46s
    443     [36m0.27211[0m     0.95785    0.28408      0.57741  880.04s
    444     [36m0.26748[0m     1.00535    0.26606      0.57434  878.76s
    445     0.27243     0.95709    0.28464      0.57266  880.10s
    446     0.27783     0.96589    0.28764      0.57015  879.79s
    447     [36m0.26346[0m     1.05441    0.24986      0.57796  879.83s
    448     [36m0.26053[0m     1.01822    0.25587      0.58075  879.83s
    449     0.26194     1.01827    0.25724      0.57490  881.32s
    450     0.26450     1.00865    0.26223      0.57238  880.30s
    451     [36m0.25998[0m     1.02422    0.25383      0.57517  880.15s
    452     0.26466     0.97634    0.27108      0.57741  880.67s
    453     [36m0.25996[0m     1.02990    0.25241      0.57992  878.63s
    454     [36m0.25743[0m     0.99446    0.25886      0.57490  880.32s
    455     0.26526     0.95403    0.27804      0.57936  880.43s
    456     [36m0.25670[0m     1.03390    0.24828      0.57573  880.22s
    457     [36m0.25337[0m     1.05325    0.24056      0.57406  879.79s
    458     0.26069     1.04601    0.24923      0.57462  880.28s
    459     0.26272     0.97876    0.26842      0.57350  879.77s
    460     0.26621     0.99321    0.26803      0.57768  880.10s
    461     [36m0.24842[0m     0.98299    0.25272      0.57992  879.76s
    462     0.25114     1.00098    0.25089      0.57573  879.82s
    463     [36m0.24771[0m     1.03041    0.24040      0.57629  880.72s
    464     0.25272     1.04245    0.24243      0.57378  879.92s
    465     [36m0.24236[0m     1.05403    0.22993      0.57462  879.88s
    466     0.25739     0.98327    0.26177      0.57183  879.90s
    467     0.25704     1.10950    0.23167      0.56430  880.74s
    468     0.24795     1.14062    0.21738      0.56234  879.69s
    469     0.25415     1.08912    0.23336      0.56569  879.98s
    470     0.24860     1.12017    0.22193      0.56625  879.61s
    471     [36m0.24133[0m     1.12376    0.21475      0.56457  880.30s
    472     0.24855     1.08828    0.22839      0.56374  878.41s
    473     [36m0.24104[0m     1.13982    0.21147      0.57127  880.15s
    474     0.24809     1.13422    0.21873      0.55900  879.83s
    475     0.24177     1.09645    0.22050      0.56625  879.26s
    476     0.24734     1.06664    0.23189      0.56960  879.67s
    477     [36m0.24098[0m     1.10221    0.21863      0.57127  880.25s
    478     0.24728     1.05493    0.23441      0.56625  879.98s
    479     [36m0.23914[0m     1.13118    0.21141      0.56151  880.77s
    480     [36m0.23490[0m     1.12433    0.20893      0.56290  880.84s
    481     0.24172     1.02737    0.23528      0.57685  880.71s
    482     [36m0.23182[0m     1.07931    0.21479      0.57015  879.97s
    483     0.23886     1.05012    0.22746      0.57490  879.99s
    484     0.23872     1.06238    0.22471      0.57183  894.62s
    485     [36m0.23033[0m     1.05480    0.21836      0.58159  883.16s
    486     0.23224     1.09446    0.21220      0.57406  883.03s
    487     [36m0.22535[0m     1.07324    0.20997      0.57015  882.49s
    488     0.23533     1.02041    0.23062      0.57155  881.12s
    489     0.22621     1.10354    0.20499      0.57378  881.65s
    490     0.23985     0.99564    0.24090      0.58410  880.48s
    491     0.22965     1.00429    0.22867      0.57936  881.62s
    492     0.23212     1.08322    0.21428      0.57294  880.88s
    493     0.24431     1.05263    0.23209      0.56932  881.17s
    494     0.24176     1.12409    0.21508      0.56067  881.02s
    495     0.23617     1.19150    0.19821      0.55760  880.63s
    496     0.23665     1.14576    0.20655      0.56457  880.03s
    497     0.22663     1.14841    0.19734      0.56597  880.14s
    498     0.24019     1.20225    0.19979      0.56457  881.11s
    499     0.22948     1.07539    0.21339      0.57071  879.22s
    500     0.24170     1.14747    0.21063      0.56569  881.74s
0.906747028294
[[7207 1396]
 [ 275 9041]]
             precision    recall  f1-score   support

          0       0.96      0.84      0.90      8603
          1       0.87      0.97      0.92      9316

avg / total       0.91      0.91      0.91     17919

